"full_text","source"
"عاجل | الخزانة الأمريكية: عقوبات على 18 كيانا وأكثر من 40 شخصية روسية ضمن حزمة جديدة تستهدف القطاع المالي الروسي","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | مصادر للجزيرة: بولندا تعطل حزمة العقوبات الأوروبية التاسعة على روسيا بسبب خلاف على أسماء تشملها العقوبات","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | الجيش الأوكراني: القوات الروسية قصفت البنية التحتية في مقاطعة خاركيف بصواريخ S-300","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | بوتين: نخطط لبناء مركز للغاز في #تركيا","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | بوتين: العقوبات على روسيا أدت إلى أرقام قياسية للتضخم في الدول الأوروبية","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | بوتين: روسيا تتعرض لعدوان غير مسبوق من أجل سحق اقتصادها","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | بوتين: سنواصل تطوير اقتصاد بلادنا على الرغم من الضغط الخارجي غير المسبوق","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | بوتين: الروبل الروسي أصبح من أقوى العملات في العالم منذ بداية هذا العام","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | الرئيس الأوكراني في كلمة أمام المجلس الأوروبي: يجب هزيمة إرهاب الطاقة الروسي بجميع أشكاله","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | الرئيس الأوكراني في كلمة أمام المجلس الأوروبي: الهدف النهائي لروسيا أبعد بكثير من حدودنا","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | الرئيس الأوكراني في كلمة أمام المجلس الأوروبي: ستكون الأشهر الستة المقبلة حاسمة في المواجهة مع روسيا","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | الدفاع الروسية: إحباط محاولة هجوم على محور كوبيانسك والقضاء على نحو 35 عسكريا أوكرانيا","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | نائب رئيس مكتب زيلنسكي: انقطاع الكهرباء عن خيرسون بشكل كامل بسبب القصف الروسي العنيف للبنية التحتية","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | مراسل #الجزيرة عن مسؤول باكستاني: مقتل مدني وإصابة 7 في بلدة تشمن الحدودية جراء إطلاق نار من الجانب الأفغاني","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | أردوغان: هناك قوات تحالف في #سوريا ونتخذ تدابيرنا لحفظ أمننا في المنطقة التي توجد فيها هذه القوات","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | أردوغان: اتفاقية سوتشي ومسار أستانا ينصان على أن مسافة 30 كلم من حدودنا الجنوبية هي ممرنا الأمني","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | الرئيس التركي: نريد تنفيذ خطوات بشكل ثلاثي بين كل من #تركيا وروسيا وسوريا","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | رويترز: أردوغان يقول إنه يريد عقد اجتماع مع الرئيس السوري ويؤكد أن لدى بوتين نظرة إيجابية لهذا الأمر","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | رويترز: أردوغان يقول إنه عرض على بوتين صياغة آلية مع روسيا وسوريا لتسريع المسار الدبلوماسي","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
"عاجل | رئيس حكومة تصريف الأعمال اللبنانية: نأسف للحادث الذي تعرضت له دورية اليونيفيل جنوبي البلاد ويجب إجراء تحقيق","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | المندوبة الأوكرانية بمجلس حقوق الإنسان: نحث دول العالم على الموافقة على إقامة محكمة لمساءلة القادة الروس","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | الكرملين: سنصدر مرسوما رئاسيا بشأن الإجراءات الأوروبية لتحديد سقف أسعار النفط الروسي","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | مفوض الأمم المتحدة لحقوق الإنسان: نفتقر إلى المساءلة في النزاع الأوكراني","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | مفوض الأمم المتحدة لحقوق الإنسان: المزيد من الضربات في أوكرانيا ستؤدي إلى تدهور خطير ومزيد من النزوح","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | مفوض الأمم المتحدة لحقوق الإنسان: نناشد جميع الأطراف احترام القانون الدولي الإنساني في أوكرانيا","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | رئيس المجلس الأوروبي: الاتفاق على سقف لأسعار الغاز أمر معقد وهو تحد كبير لكننا سنستطيع تحقيقه","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | مراسل #الجزيرة عن مسؤول حكومي أفغاني: تجدد الاشتباكات بين القوات الأفغانية والباكستانية قرب معبر سبين بولدك","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | الخارجية الروسية: تزويد كييف بأنظمة باتريوت يفاقم خطر المشاركة المباشرة للجيش الأمريكي في الصراع الأوكراني","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | الخارجية الروسية: واشنطن لن تكون قادرة على التهرب من مسؤولية الإرهاب ضد الشعب الروسي","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | الخارجية الروسية: جميع الأسلحة المرسلة لأوكرانيا من الغرب أهداف مشروعة لنا وسوف يتم تدميرها أو الاستيلاء عليها","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | مراسل #الجزيرة: انقلاب آلية اليونيفيل سبقه إطلاق نار بعد مواجهات بين دورية قوات حفظ السلام ومواطنين جنوبي #لبنان","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | مراسل #الجزيرة: مقتل جندي إيرلندي وإصابة 3 بعد انقلاب آلية لقوات حفظ السلام اليونيفيل جنوبي #لبنان","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | الخارجية الصينية: نتعهد باتخاذ إجراءات قوية ردا على خطوة بريطانيا ضد الدبلوماسيين في قنصليتنا بمانشستر","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | قوات اليونيفيل: تفاصيل حادثة مقتل الجندي الإيرلندي متضاربة فتحنا تحقيقا فيها وننسق مع الجيش اللبناني","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | قوات اليونيفيل: مقتل جندي إيرلندي من قوة حفظ السلام جنوبي #لبنان وإصابة 3 بعد تعرض قافلتهم لحادث","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | السلطات الأوكرانية في زابوروجيا: روسيا تعمل على تحويل محطة الطاقة النووية في المقاطعة إلى نظام الطاقة الروسي","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | السفارة الروسية في واشنطن: استراتيجية الولايات المتحدة في أوكرانيا تخلق مخاطر إضافية للأمن العالمي","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | السفارة الروسية في واشنطن: تسليم الإدارة الأمريكية أنظمة باتريوت لكييف سيكون استفزازا لا يمكن التنبؤ بعواقبه","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | السلطات الأوكرانية في خيرسون: مقتل 3 مدنيين في قصف روسي على المقاطعة جنوبي البلاد","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | واشنطن بوست عن مسؤولين أمريكيين: إدارة بايدن ستزود أوكرانيا بتقنية تسمح بتحويل الذخائر الجوية إلى قنابل ذكية","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | بلومبيرغ عن مسؤول كندي رفيع: أوتاوا ستلغي اليوم قرار استثناء توربينات أنبوب نورد ستريم من العقوبات على روسيا","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | الخارجية الإيرانية: إزالتنا من لجنة المرأة بالأمم المتحدة تتعارض مع ميثاق المنظمة الدولية وتمت بضغط أمريكي","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | الخارجية الإيرانية: إزالتنا من لجنة المرأة في الأمم المتحدة خطوة سياسية تفتقر للأرضية القانونية","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | الخارجية الفرنسية: الضربات الروسية الجديدة ضد أهداف مدنية في كييف نفذت باستخدام مسيرات قدمتها #إيران لروسيا","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | الخارجية الأمريكية: الشراكة الإيرانية الروسية لا تشكل تهديدا لأوكرانيا فحسب بل لجيران #إيران في المنطقة","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | الاحتياطي الفيدرالي الأمريكي: رفع أسعار الفائدة الرئيسية نصف نقطة مئوية لتصل إلى 4.5%","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | الاحتياطي الفيدرالي الأمريكي: رفع أسعار الفائدة الرئيسية نصف نقطة مئوية","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | بايدن: عندما تنجح إفريقيا فإن الولايات المتحدة والعالم بأسره سينجحان","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | بايدن: المغرب ستلعب اليوم كأول دولة إفريقية في الدور قبل النهائي في كأس العالم","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | الخارجية الأمريكية: بلينكن شدد على أهمية إجراء انتخابات حرة ونزيهة بتونس في 17 ديسمبر فضلا عن إصلاحات شاملة","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | أكسيوس عن مصادر: ضغوط غربية على غوتيريش لنشر مفتشين في أوكرانيا للتحقق من استخدام روسيا مسيرات إيرانية","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | أكسيوس عن مصادر: تقرير أممي مرتقب بشأن امتثال #إيران للاتفاق النووي لا يتضمن اتهاما لطهران بتزويد موسكو بمسيرات","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | البيت الأبيض: الرئيس بايدن يعلن التزامات استثمارية وصفقات بأكثر من 15 مليار دولار تعزيزا للشراكة مع إفريقيا","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | مستشار الأمن القومي الأمريكي: تصويت الأمم المتحدة لإزالة #إيران من لجنة المرأة يدل على الإجماع الدولي ضد #طهران","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | وكالة الصحافة الفرنسية عن مصادر رسمية: إعلان حالة الطوارئ العامة في بيرو","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | البيت الأبيض: لا يمكن تأكيد تقديم نظام باتريوت لأوكرانيا خلال حزمة المساعدات المقبلة التي ما زلنا نعمل عليها","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | نقابة الصحفيين التونسيين: نتمسك بدور هيئة الاتصال السمعي البصري بالتعديل في عمل الإعلام بتغطية الانتخابات","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | نقابة الصحفيين التونسيين: نجدد رفضنا لانفراد هيئة الانتخابات بمراقبة عمل وسائل الإعلام في التغطية الانتخابية","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | نقابة الصحفيين التونسيين: نحذر هيئة الانتخابات من مواصلتها نهج تهديد الصحفيين ووسائل الإعلام","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | نقابة الصحفيين التونسية: هيئة الانتخابات انحرفت عن دورها بفرضها رقابة على التغطية الإعلامية للحملة الانتخابية","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | السفارة الصينية في لندن: الحكومة البريطانية فشلت في تنفيذ التزاماتها بحماية موظفينا وقنصليتنا في مانشستر","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | السفارة الصينية في لندن: الحكومة البريطانية وقفت إلى جانب محتجين عنيفين وهذا مرفوض","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | السفارة الصينية في لندن: القنصل العام في مانشستر عاد إلى الصين في إطار عملية روتينية لتبديل الدبلوماسيين","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | كليفرلي: أعرب عن خيبة أملي لمغادرة 6 دبلوماسيين صينيين رغم طلب لندن بالسماح باستجوابهم بالاعتداء على متظاهر","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | وزير الخارجية البريطاني: السلطات الصينية سحبت بناء على طلبنا 6 من مسؤولي قنصليتها في مانشستر","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | الخارجية البريطانية: طرد القنصل الصيني بمانشستر و5 دبلوماسيين على خلفية الاعتداء على متظاهر داخل القنصلية","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | برقية للخارجية الأمريكية: إدارة بايدن ستستعين بشركة أمريكية للمساعدة برقابة مسار مساعداتها المالية لأوكرانيا","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | بوليتيكو عن برقية للخارجية الأمريكية: إدارة بايدن تواجه صعوبات بتتبع مآلات المساعدات المالية والعسكرية لكييف","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | السنوار: تقديراتنا الاستخبارية أننا سنكون عام 2023 أمام استحقاقات وطنية كبرى وعلى مقاومتنا الاستعداد لها","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | السنوار: نمهل الاحتلال وقتا محدودا لإتمام صفقة تبادل الأسرى وإلا سنغلقها للأبد وسنجد سبيلا آخر لتحرير أسرانا","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | الدفاع الروسية: السيطرة على منطقة فوديان القريبة من مدينة كراماتورسك شمال غرب دونيتسك","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | السنوار: ندعو السلطة الفلسطينية لوقف التنسيق الأمني والاعتقالات والجلوس فورا لترتيب منظمة التحرير","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | السنوار: ظاهرة مخيم جنين وعرين الأسود وكتيبة بلاطة وغيرها من المجموعات الفدائية هي السبيل الوحيد لخلاص شعبنا","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | رئيس حركة حماس في قطاع غزة يحيى السنوار: نحن على وفاق تام مع كل من يواجه الاحتلال","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | رئيس حركة حماس في قطاع غزة يحيى السنوار: التنسيق الأمني لم يحقق لشعبنا إلا الفشل","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | قائد كتائب القسام محمد الضيف في مهرجان انطلاقة حماس بغزة: لتتوحد كل الرايات ولتفتح كل الساحات لتحرير فلسطين","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | الرئاسة الأوكرانية: الإفراج عن 64 أوكرانيا وأمريكي واحد في تبادل أسرى مع روسيا","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
"عاجل | الكرملين: انضمام تشيرنيهيف وأوديسا إلى روسيا يعتمد على اختيار المواطنين وقراراتهم","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | الكرملين: منظومات باتريوت ستصبح بالتأكيد هدفا مشروعا للقوات المسلحة الروسية في حال تسليمها إلى كييف","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | رويترز عن رئيس الأركان الإسرائيلي: وجهنا قبل أسابيع ضربة جوية لقافلة تحمل أسلحة دخلت #سوريا من #العراق","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | رئيس منظمة الطاقة الذرية الإيرانية: وفد من الوكالة الدولية للطاقة الذرية سيزور #طهران خلال الأيام المقبلة","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | رويترز عن البحرية الفرنسية: عمليات بحث وإنقاذ تتعلق بطالبي لجوء بعد حادثة في القنال الإنكليزي","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | المستشار الألماني: لا توجد حلول فورية بسيطة لمسألة الطاقة ولا يمكننا التدخل في الأسعار","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | المستشار الألماني: لم يسبق أن عملنا معا بشكل وثيق في أوروبا بشأن قضايا الطاقة","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | المستشار الألماني: حكومتنا تبذل كل ما في وسعها لمواجهة تداعيات الحرب العدوانية الروسية","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | المستشار الألماني: يجب ألا نسمح بالانقسامات في النيتو وسنعمل على توثيق العلاقات الاقتصادية مع الولايات المتحدة","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | مراسل #الجزيرة: القوات الأوكرانية تعلن حالة التأهب الجوي في زابوروجيا ودوي انفجارات في المقاطعة","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | رويترز عن عمدة كييف: الانفجارات وقعت في وسط العاصمة وتم نشر فرق الطوارئ","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | رويترز: دوي انفجارات في العاصمة الأوكرانية كييف","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | الخارجية الأمريكية: أنتوني بلينكن وأبي أحمد بحثا الحاجة الملحة لخروج جميع القوات الإرترية من إثيوبيا","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | الخارجية الأمريكية: بلينكن أشاد بخطوات أديس أبابا لتحسين وصول المساعدات الإنسانية واستعادة الخدمات الأساسية","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | الخارجية الأمريكية: بلينكن يلتقي أبي أحمد ويرحب بالتقدم في تنفيذ اتفاق 2 نوفمبر لوقف الأعمال العدائية بإثيوبيا","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | مراسل #الجزيرة: وزراء الطاقة الأوروبيون يفشلون في الاتفاق على سقف لسعر الغاز ويؤجلون حسم النقاش للاثنين المقبل","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | سي إن إن عن مصادر: مقتل 7 أشخاص على الأقل في بيرو خلال 3 أيام في الاضطرابات التي أعقبت عزل الرئيس كاستيو","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | البنتاغون: نراقب عن كثب وضع الحدود الهندية الصينية ورأينا حشد الصين قواتها وندعم جهود الهند لخفض التصعيد","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | البنتاغون: استأنفنا الدوريات المشتركة مع قوات #سوريا الديمقراطية في شمال #سوريا منذ يوم الجمعة الماضي","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | المتحدث باسم الخارجية الأمريكية: ملتزمون بتعزيز قدرات أوكرانيا في مواجهة الصواريخ والطائرات المسيرة","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | المتحدث باسم الخارجية الأمريكية: قدمنا 53 مليون دولار  بشكل طارئ لأوكرانيا بهدف إصلاح شبكة الكهرباء","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | سي إن إن عن مسؤولين أمريكيين: موافقة بايدن متوقعة على مقترح وزير الدفاع لإرسال صواريخ باتريوت لكييف","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | سي إن إن عن مسؤولين أمريكيين: واشنطن تضع اللمسات الأخيرة على خطط لتزويد أوكرانيا بصواريخ باتريوت","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | التايمز عن جنرال بريطاني: مشاة البحرية شاركوا في عمليات سرية بأوكرانيا ذات خطورة سياسية وعسكرية عالية","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | نائب وزير الخارجية الروسي: لم نتوصل مع الجانب الأمريكي إلى اتفاق بشأن امكانية استئناف الحوار","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | نائب وزير خارجية روسيا: المشاورات مع واشنطن في اسطنبول لم تحقق تقدما في ملف التأشيرات وعمل البعثات الدبلوماسية","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | وزارة الطاقة الأمريكية: الاختراق العلمي في مجال الاندماج النووي قد يمثل ثورة كمصدر للطاقة النظيفة","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | وزيرة الطاقة الأمريكية: حققنا إنجازا علميا بميدان الاندماج النووي يمهد للتقدم في مجالي الدفاع والطاقة النظيفة","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | السفيرة الأمريكية لدى النيتو: لا مؤشرات على أن روسيا تتخذ خطوات لاستخدام ترسانتها النووية بأي شكل من الأشكال","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | زيلنسكي: الديمقراطية في أوروبا يجب أن تضمن الأمن وهذا يجب أن يظهر في أوكرانيا","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | زيلنسكي أمام مؤتمر دعم أوكرانيا في باريس: الديمقراطية في أوروبا يجب أن تضمن الأمن وهذا يجب أن يظهر في أوكرانيا","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | العفو الدولية: على السلطات التونسية إلغاء المرسوم فورا وإسقاط جميع التحقيقات المبنية عليه","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | العفو الدولية: المرسوم قد يثني الناس عن استخدام الإنترنت خوفا من المراقبة الرقمية والملاحقة القضائية المحتملة","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | العفو الدولية: المرسوم مليء بأحكام فضفاضة ومبهمة الصياغة تسهل استخدامه كأداة للقمع","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | العفو الدولية: مرسوم مكافحة الجرائم المتصلة بأنظمة المعلومات والاتصال بتونس يفرض قيودا على حرية التعبير","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | مدير مكتب زيلنسكي: الاتحاد الأوروبي وافق على تقديم حزمة من المساعدات المالية لأوكرانيا بقيمة 18 مليار يورو","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | مدير مكتب زيلينسكي: الاتحاد الأوروبي وافق على تقديم حزمة من المساعدات المالية لأوكرانيا بقيمة 18 مليار يورو","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | وزيرة الخارجية الفرنسية: وعود بتقديم أكثر من مليار يورو خلال مؤتمر باريس بشأن أوكرانيا","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | مراسل #الجزيرة: إعلان حالة التأهب الجوي والتحذير من خطر هجمات روسية في معظم مناطق أوكرانيا","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | أ.ف.ب عن الجيش الصيني: الجنود الهنود عبروا الحدود المتنازع عليها بشكل غير شرعي","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | الكرملين: نثمن مستوى التعاون مع الوكالة الدولية للطاقة الذرية بشأن محطة زابوروجيا النووية","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | الكرملين: لا وجود للأسلحة الثقيلة في محطة زابوروجيا النووية","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | الكرملين: لن يتحقق السلام ما لم تقبل أوكرانيا بالواقع الجديد على الأرض","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | رئيسة المفوضية الأوروبية: قدمنا 19 مليار يورو مساعدات لأوكرانيا وسنقدم 18 مليارا غيرها خلال عام","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | مراسل #الجزيرة: الكنيست الإسرائيلي يوافق بالأغلبية على تعيين ياريف ليفين من حزب الليكود رئيسا مؤقتا للمجلس","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | مفوضة الطاقة الأوروبية: وجهات نظر الدول ومخاوفها متباينة للغاية بشأن تحديد سقف لسعر الغاز","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | وزيرة الطاقة الفرنسية: نحتاج إلى تأمين إمدادات الغاز وحماية المؤسسات والأفراد واستقرار الأسواق المالية","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
"عاجل | وزيرة الطاقة الفرنسية: النقاش بشأن آلية تسعير الغاز في أوروبا صعب ونريد التوصل إلى اتفاق","<a href=""http://www.aljazeera.net"" rel=""nofollow"">AJAEditorialApp</a>"
