"doc_id","text"
1,"عاجل | رئيس جبهة الخلاص الوطني في #تونس: ندعو لتشكيل حكومة إنقاذ وطني تجمع كلمة التونسيين"
393,"عاجل | وزيرة خارجية ألمانيا: كلما أسرع بوتين في إدراك أن حربه العدوانية ستفشل كلما تسارع الأمل في إنهاء الحرب"
394,"عاجل | الأمين العام للنيتو: سنستمر ونصعد ونضمن حصول أوكرانيا على الأسلحة والذخيرة طالما تطلب الأمر"
395,"عاجل | الرئيس التركي: نريد تنفيذ خطوات بشكل ثلاثي بين كل من #تركيا وروسيا وسوريا"
396,"عاجل | زعيم دونيتسك الموالي لروسيا: تحرير سوليدار يفتح الطريق لتحرير أراضينا بشكل كامل"
397,"عاجل | مندوب فلسطين في الأمم المتحدة: التاريخ يؤكد أن إصرار إسرائيل على هذا الطريق لا يؤدي للاستسلام بل للانتفاضة"
398,"عاجل | وزيرة الخارجية الفرنسية: وعود بتقديم أكثر من مليار يورو خلال مؤتمر باريس بشأن أوكرانيا"
399,"عاجل | مستشار بوزارة الدفاع الأوكرانية للجزيرة: 70 % من معدات الجيش الأوكراني في الحرب الحالية هي صناعة محلية"
400,"عاجل | وسائل إعلام فرنسية: إصابة عدة أشخاص في عملية طعن بمحطة غارد دي نورد في باريس"
401,"عاجل | البنتاغون: قلصنا عدد دورياتنا مع قوات #سوريا الديمقراطية شمالي #سوريا ونركز على القضاء على تنظيم الدولة"
402,"عاجل | رئيس هيئة الأركان الإيرانية: ما يتم ترويجه بشأن استعمال المسيرات الإيرانية في أوكرانيا حرب نفسية ضد #إيران"
403,"عاجل | الهلال الأحمر الفلسطيني: إصابة 11 فلسطينيا خلال اعتداء قوات الاحتلال على تظاهرة سلمية قرب حاجز قلنديا"
404,"عاجل | حركة النهضة: قاضي التحقيق في ما يعرف بقضية التسفير في #تونس يقرر سجن نائب رئيس الحركة علي العريض"
405,"عاجل | الخارجية الإيرانية: إزالتنا من لجنة المرأة بالأمم المتحدة تتعارض مع ميثاق المنظمة الدولية وتمت بضغط أمريكي"
406,"عاجل | وزير العدل الأمريكي: تعيين مستشار خاص للتحقيق بمسألة وجود وثائق سرية في منزل الرئيس جو باين"
407,"عاجل | رئيس جبهة الخلاص: ندعو لمظاهرة بشارع الحبيب بورقيبة يوم 14 يناير لإحياء ذكرى الثورة وضمان الحق في التعبير"
408,"عاجل | الدفاع الروسية: تعيين قائد القوات الجوية وقائد القوات البرية نائبين لقائد القوات الروسية في أوكرانيا"
409,"عاجل | الخارجية الروسية: تزويد كييف بأنظمة باتريوت يفاقم خطر المشاركة المباشرة للجيش الأمريكي في الصراع الأوكراني"
410,"عاجل | البيت الأبيض: تركيا تعرضت لهجمات لكننا لا نريد رؤية تحركات داخل #سوريا تؤدي لتقويض جهود مكافحة تنظيم الدولة"
411,"عاجل | مراسل #الجزيرة: دوي انفجارات في العاصمة الأوكرانية كييف"
412,"عاجل | الاتحاد التونسي للشغل: ننفي المشاركة في صياغة البرنامج الاقتصادي للحكومة ولم نعلم بما أبرمته مع صندوق النقد"
413,"عاجل | جبهة الخلاص الوطني في #تونس: رسالة الشعب التونسي اليوم كبيرة ومهمة وندعوه للانخراط في مسار إسقاط الانقلاب"
414,"عاجل | البيان الختامي للقمة العربية الصينية: الالتزام الثابت بمبادئ الأمم المتحدة بما فيها احترام سيادة الدول"
415,"عاجل | نائب رئيس مجلس الأمن الروسي: نقوم بتكثيف إنتاج أقوى وسائل التدمير بما فيها تلك القائمة على مبادئ جديدة"
416,"عاجل | بوتين: سيتم حل كل المشاكل المتعلقة بتوفير  مستلزمات القوات المسلحة والوحدات المشاركة في العملية الخاصة"
417,"عاجل | المرشد الإيراني: مثيرو الشغب سيدفعون ثمن أفعالهم وسيتم التعامل معهم دون شك"
418,"عاجل | المندوب الأوكراني بمجلس الأمن: قلقون جدا من الأنشطة غير الشرعية خاصة تلك التي تمارسها جماعة فاغنر  في أراضينا"
419,"عاجل | رئيس رابطة حقوق الإنسان في #تونس: السلطات منعت وصول حافلة وقطار ركاب إلى العاصمة"
420,"عاجل | البيان الختامي للقمة الخليجية: أكد المجلس الأعلى دعمه لقرارات مجموعة أوبك+ لتحقيق التوازن في أسواق النفط"
421,"عاجل | مراسلة #الجزيرة: إصابة شابين فلسطينيين برصاص قوات الاحتلال الإسرائيلي في بلدة كفر دان غربي جنين"
422,"عاجل | وزارة الدفاع التايوانية: رصد 9 طائرات عسكرية و4 سفن حربية صينية في محيط تايوان"
423,"عاجل | الخارجية الأمريكية: الإقبال المنخفض للناخبين في #تونس يعزز الحاجة إلى زيادة توسيع المشاركة السياسية"
424,"عاجل | الخارجية السويدية: منظمو المظاهرة ضد الرئيس التركي في ستوكهولم أرادوا تخريب طلب السويد الانضمام إلى النيتو"
425,"عاجل | الجيش الأوكراني: البحرية الروسية استقدمت تعزيزات من سيفاستوبول في شبه جزيرة القرم إلى البحر الأسود"
426,"عاجل | الخارجية الروسية: الولايات المتحدة تخطط لإبقاء الأعمال القتالية في أوكرانيا حتى نهاية عام 2025 على الأقل"
427,"عاجل | الإدارة العسكرية في كييف: أسقطنا 15 طائرة مسيرة إيرانية الصنع من أصل 20 استهدفت العاصمة الأوكرانية"
428,"عاجل | مسؤول رفيع في البيت الأبيض: تبادل السجناء استثناء ومن الخطأ أن يتم الاستنتاج بأنه سيكون القاعدة"
429,"عاجل | نائب وزير الخارجية الروسي: لا حوار مع واشنطن بشأن أوكرانيا ومواقفنا متباينة وللتصعيد الأمريكي للنزاع عواقب"
430,"عاجل | وزير الدفاع التركي: اليونان تقوم بأعمال تحريضية ضدنا ولم نحصل منها على رد إيجابي بشأن التأسيس لحوار"
431,"عاجل | سكرتير مجلس الأمن القومي الروسي: الغرب يريد محو روسيا من خارطة العالم والحرب في أوكرانيا مواجهة مع النيتو"
432,"عاجل | رويترز: مجلس النواب الأمريكي يقرر حظر تطبيق تيك توك من جميع الأجهزة التي يستخدمها أعضاؤه وموظفوه"
433,"عاجل | السلطات الأوكرانية في زابوروجيا: روسيا تعمل على تحويل محطة الطاقة النووية في المقاطعة إلى نظام الطاقة الروسي"
434,"عاجل | الخارجية الإيرانية: إزالتنا من لجنة المرأة في الأمم المتحدة خطوة سياسية تفتقر للأرضية القانونية"
435,"عاجل | البيت الأبيض: الرئيس الروسي لم يظهر أي اهتمام لإيجاد طريق لإنهاء الحرب على أوكرانيا"
436,"عاجل | الرئاسة التركية: سنواصل جهودنا لتسهيل مفاوضات روسية أوكرانية تشمل وقف إطلاق النار وشحن الحبوب والأمن النووي"
437,"عاجل | مستشار الرئيس الأوكراني: القوات الروسية تشن هجوما واسعا على مدن أوكرانيا وتستهدف منشآت الطاقة والمباني السكنية"
438,"عاجل | لافروف: التعاون مع الغرب في مجال الأمن ممكن فقط على أسس جديدة"
439,"عاجل | أنطوني فاوتشي رئيس المعهد الأمريكي للأمراض المعدية: علينا أن ننسى أن كورونا انتهت فما زال لدينا 400 وفاة يوميا"
440,"عاجل | بيان مشترك أمريكي ياباني: تحالف البلدين سيبقى حجر زاوية لحفظ الأمن والسلام في المحيطين الهندي والهادي"
441,"عاجل | الخارجية التركية: أكدنا للروس إصرارنا على مكافحة حزب العمال الكردستاني ووحدات حماية الشعب الكردية بسوريا"
442,"عاجل | وزارة الدفاع الأذربيجانية: إسقاط طائرة استطلاع لجماعة مسلحة أرمينية بمنطقة تمركز قوات حفظ السلام الروسية"
443,"عاجل | رئيس الوزراء الأرميني: قوات حفظ السلام الروسية في كاراباخ لا تنفذ مهامها في الرقابة والسيطرة على ممر لاتشين"
444,"عاجل | تنسيقية الأحزاب الديمقراطية في #تونس: نرفض التضييق وندعو للنزول إلى شارع الثورة للتظاهر رغم ترهيب السلطة"
445,"عاجل | رويترز عن رئيسة مولدوفا: شرطة الحدود تعثر على حطام صاروخ روسي بالقرب من قرية لارجا شمالي البلاد"
446,"عاجل | بوتين: روسيا على عكس خصومها لا ترفض المفاوضات بشأن أوكرانيا وهي مستعدة للتفاوض مع جميع الأطراف"
447,"عاجل | إدارة الطيران الفدرالية الأمريكية: عودة تدريجية لحركة الطيران الطبيعية في عموم الولايات المتحدة"
448,"عاجل | رئيس الوزراء العراقي: لن ننسى الدعم الأمني الذي قدمته #إيران لنا في الفترة الماضية"
449,"عاجل | رئيس جبهة الخلاص الوطني: حل أزمات #تونس سياسي بالأساس من خلال حكومة إنقاذ يتم تشكيلها عبر حوار وطني"
450,"عاجل | رئيس جبهة الخلاص الوطني في #تونس: أجندة الرئيس قيس سعيد هي اغتصاب السلطة"
451,"عاجل | الكرملين: لن يتحقق السلام ما لم تقبل أوكرانيا بالواقع الجديد على الأرض"
452,"عاجل | مفوضة الطاقة الأوروبية: وجهات نظر الدول ومخاوفها متباينة للغاية بشأن تحديد سقف لسعر الغاز"
453,"عاجل | أردوغان: من المؤسف عدم إيقاف مظاهرات أنصار حزب العمال الكردستاني المتكررة في السويد"
454,"عاجل | الخارجية الصينية: نعارض بشدة القيود التمييزية التي تفرضها دول تجاه المسافرين الصينيين وسنتخذ إجراءات مضادة"
455,"عاجل | مراسل #الجزيرة: دوي انفجارات في مقاطعة زابروجيا جنوبي أوكرانيا"
456,"عاجل | الأمين العام للنيتو: شراكتنا مع الاتحاد الأوروبي أهم من أي وقت مضى لأن اجتياح روسيا لأوكرانيا غيّر التحديات"
457,"عاجل | الخارجية الإيرانية: أجبنا مرارا وتكرارا على اتهامات كييف التي لا أساس لها بشأن قضية الطائرات المسيرة المزعومة"
458,"عاجل | الاتحاد التونسي للشغل: القطع مع الأحزاب عبثي ولا يمكنه تأمين العملية الديمقراطية"
459,"عاجل | الناطق باسم الرئاسة التركية: الوضع الحالي لا يسمح بتصديق #تركيا عبر البرلمان على عضوية السويد في النيتو"
460,"عاجل | لافروف: واشنطن تسعى لتدمير العلاقات التقليدية بين روسيا وأوروبا وإخضاع القادة الأوروبيين لها"
461,"عاجل | مصدر رسمي بمجموعة السبع: قريبون جدا من التوصل لاتفاق بشأن تحديد سقف 60 دولارا  لسعر النفط الروسي"
462,"عاجل | الجيش الأوكراني: القوات الروسية تجدد قصف محطات المياه في منطقة أوتشاكوف بمقاطعة ميكولايف جنوبي البلاد"
463,"عاجل | المتحدث باسم المجلس المركزي للحرية والتغيير: ما تردد عن توقيع اتفاق سياسي جديد أربك المشهد السياسي في #السودان"
464,"عاجل | رئيس وزراء بريطانيا: إذا لم تنسحب روسيا من الأراضي الأوكرانية التي احتلتها لا يمكن أن تكون هناك مفاوضات حقيقية"
465,"عاجل | الدفاع الروسية: الطائرات الروسية والصينية نفذت مهامها في إطار القانون الدولي ولم تخترق أجواء أي دول أخرى"
