tweet,label
الرئيس البيلاروسي: نلحظ استعداد الدول المجاورة لعدوان محتمل على بيلاروسيا,real
a video has been viewed thousands of times in multiple posts on facebook and youtube alongside a claim that it shows chinese citizens converting to islam as a result of the novel coronavirus pandemic.,fake
ولن يصيبنا الا ما كتب الله لنا ومن الوقاية لعلاج كرونا الوضوء مع كل صلاه الصلاه عباده ورياضته لجسد الإنسان والوضوء نضافه وحماية من كل مرض ونسأل الله العافيه للجميع والله يشافي كل مريض    فيروس_كورونا_المستجد,fake
مقال في الصحافه الفرنسيه: لاخوف على المنقبات لانهن الأقل عرضه لفيروس كورونا حيث أنهن لا يتبادلن القبل للتحيه او يتصافحون بالايدي او الأحضان وفوق ذلك كل جسدهن مستور ونظيفه بالوضوء المستمر وهي النصائح التي اطلقتها المتخصصون لتفادي العدوى الحمدلله على نعمة الإسلام.,fake
"russia has acknowledged that some conscripts have participated in the war after multiple denials by president putin, who said only professional soldiers had been deployed.

follow latest  s:",real
الإعلام الغربي يؤكد اعتراض شيرين أبو عاقلة لقطعة حديد وبارود صغيرة كانت تسبح في الهواء,satire
"conservatives explain why they support ‘national divorce’ of red, blue states",satire
فيروس_كورونا   مهم    فايروس كورونا قبل لايوصل الى الرئة يبقى في الحنجرة أربعة أيام وفي هذا الوقت يبدأ الشخص بالگحة والم الحنجرة  فإذا شرب ماءا كثيرا وغرغرة بالماء والملح او الخل يقضي على الفايروس انشر هذه المعلومات لانه يمكنك أن تنقذ أحدا بهذه المعلومة,fake
self isolating grandmother finally discovers porn on the internet    pornography  coronavirus,fake
asshole moves to part of city where all the assholes live,satire
oscars officials warn only famous actors permitted to get political in acceptance speech,satire
"لبنان وزير الصحة عن  كورونا : ""ان الموت لنا عادة وكرامتنا من عند الله الشهادة""  لا_داعي_للهلع  سنموت_بعد_قليل   coronavirus  COVID19",fake
"""the most important consequence of seeing covid-19
as a syndemic is to underline its social origins. the
vulnerability of older citizens; black, asian, and minority
ethnic communities; and key workers who are commonly
poorly paid with fewer welfare protections...""",fake
google has donated 59 billion (5900 crores) rupees to fight coronavirus to india.,fake
there’s another train with outdated brakes barreling through the midwest carting a metric ton of toxic chemicals as you read this.,satire
"burkina faso’s military leader damiba deposed, army captain says",real
"far better than banging thalis and shouting go corona go. also, far better than taking coronil.",fake
البيان الختامي للقمة الخليجية: أكد المجلس الأعلى دعمه لقرارات مجموعة أوبك+ لتحقيق التوازن في أسواق النفط,real
جمال مبارك: بابا، انتصرنا على الشعب وثورة يناير,satire
"un chief antonio guterres says he was ‘deeply shocked’ by images of dead civilians in the ukrainian town of bucha and calls for an independent investigation.

follow our live coverage of the russian invasion of ukraine:",real
"soulmate dropped for new, better soulmate",satire
rt   as a big part of alhudood isn't just mocking politics and politicians but also the media; the propaganda machines those au…,satire
missile attack hits babyn yar holocaust memorial: zelenskyy,real
بوتين: سيتم حل كل المشاكل المتعلقة بتوفير  مستلزمات القوات المسلحة والوحدات المشاركة في العملية الخاصة,real
للشباب فقط : في ظل التوقعات عن إصابة تميم الفخذ بفيروس كورونا هل تتوقع أن يكون الفيرس انتقل لتميم من أحد المسؤولين  الإيرانيين عن طريق :  مباشر_قطر_اصابة_تميم_بكورونا   هشام_عشماوي   كورونا   ادعم_وزيرة_الصحة   عود_البطل   قطر_تشعل_المغرب   قطر  قطر_كورونا  اردوغان_النازي_الجديد,fake
microscopic virus proves smarter than anti-vaxxer with 86 billion neurons,satire
it is right method to treat educated idiots...they should do this yoga till 12.00 noon..1).because of these idiots covid 19 victims crossed 12k.2).non availability of mass testing kits..we may see above 20k soon..,fake
الحكومة تضيف فحص كورونا الإجباري لمصادر الدخل المستدام,satire
كورونا  قتل المصابين بفايروس كرونا في شوارع الصين بالأسلحة النارية فورا,fake
إعلان ثلاثة أيام حداد وطني على الرئيس أبو مازن بعد أنباء عن بقائه على قيد الحياة,satire
girl moved to tears by 'of mice and men' cliffs notes,satire
mean old man loses his voice by yelling at 'covid-19 detourers' to get off his grass    coronavirus  oldpeople,fake
عندما اعلن الرئيس  اردغان ان  تركيا  الثالثة بتطوير لقاح ضد فيروس كورونا اعلن فورا الرئيس  بوتين عن تسجيل اول لقاح ضد فيروس كورونا وعلى هذا فليتنافس المتنافسون,fake
منظمة مراسلون بلا حدود: ندعو المدعي العام للمحكمة الجنائية إلى التحرك وفتح تحقيق بشأن اغتيال شيرين,real
وزير الداخلية الأردني: جريمة قتل نائب مدير أمن معان لن تمر دون عقاب,real
"rt   “my heart is aching too much for him.” 

a rescue operation that captured the world’s attention has come to a tragic end.…",real
at least two people dead after shooting in paris,real
a photo shows a large crowd in berlin protesting the ???covid hoax.??�,fake
photos: russia launches ‘full-scale invasion’ in ukraine,real
"make moscow end its assault, kyiv asks beijing.

follow all the latest  s:",real
hashd militias demand redo of iraq elections on neutral ground like tehran,satire
trump said new zealand had a “big surge” on the day it reported nine new covid-19 cases. “we don’t want that” he said despite tens of thousands of new daily cases in the u.s. trump’s claim about a “big surge” rated false.,fake
walgreens announces stores won’t sell abortion pills in 21 gop-led states,satire
"loujain al-hathloul finally free, like her jailers and torturers",satire
biden was not calling for regime change in russia when he said that his russian counterpart “cannot remain in power”,real
باولو ديبالا وجدت له عينة ايجابية فيما يخص فيروس كورونا .. ثاني حالة في اليوفينتوس بعد روغاني,fake
senate gop proposing five-year shield from coronavirus lawsuits,fake
"two explosions heard in the ugandan capital, kampala: witnesses",real
"us official says kyiv withdrawal complete, russian troops regrouping to focus on the east.

follow latest  s:",real
“msnbc actually said on air ‘i hope enough people die from coronavirus that it harms trump’s re-election.’”,fake
"إيطاليا   كورونا_الجديد   المواطنون في إيطاليا يلقون بأموالهم في الشوارع   قال تعالى  ""يوم لا ينفع مال ولا بنون .. إلا من أتى الله بقلب سليم""",fake
"foreign minister dmytro kuleba says the sooner kyiv receives additional arms from nato, ‘the more lives will be saved’.

follow latest  s:",real
???go to 2020census.gov and fill out this census form so you can get your stimulus check.??�,fake
casualties after blast near mosque in afghanistan’s capital,real
عبد الفتاح البرهان: نتطلع لحكومة مدنية تحقق تطلعات الشعب السوداني,real
muslim man is spitting on food in a restaurant in india.,fake
each side of protective surgical masks has different functions indicated by colour and you should choose the way you wear by whether you are ill or not.,fake
الرئيس الأمريكي ترامب يعان عقد صفقة بقيمة 1.525 مليار دولار مع شركة مودرنا - Moderna لتصنيع 100 مليون جرعة من لقاح كورونا بمجرد الموافقة عليه، تعليقي: يبدو ان اعلان روسيا عن لقاحها اطلق سباق لقاحات بعد سباق التسلح. د. حيدر سلمان,fake
brazilian actress camila pitanga falsified malaria diagnosis to medicate herself with chloroquine,fake
سوليفان: أسلوبنا الأساسي في التعامل مع التحدي الصيني هو المنافسة والاستثمار في مصادر قوتنا الوطنية,real
شاب يلتهم 5 قطع شاورما إضافية بسرعة قبل وصول رسائل الشبع إلى دماغه,satire
20 million chinese convert to islam and coronavirus does not affect muslims.,fake
بينيت يهدد باغتيال محمود عباس إن قصر مجددا في اعتقال الفدائيين قبل تنفيذ عملياتهم,satire
باولو ديبالا يعلن عن إصابته واصابه زوجته بفيروس الكورونا    يوفنتوس  فيروس_كورونا   إيطاليا,fake
area woman excited to finally experience unbearable loneliness of having her own place,satire
bud selig admits taking steroids throughout commissionership,satire
supreme court questions whether president legally allowed to improve americans’ lives,satire
taliban disappointed us did not lay out red carpet on road to presidential palace,satire
the water in botafogo's beach in rio de janeiro brazil is clear and clean because of quarantine.,fake
india’s confirmed case count rises to 11.1 lakh as the country records a single-day jump of over 40000 new infections. human trials of covaxin india’s potential vaccine against covid-19 begin today in the all india institute of medical sciences.  covidー19  coronavirusfacts,fake
"ukraine says russia building up more troops in belarus to assault kyiv. 
follow the latest  s:",real
العراق: قناصون يتعهدون برفع نسبة المشاركة في الانتخابات المقبلة,satire
"‘orgies, tripping joggers, human sacrifices’: phase one of lockdown easing explored",fake
رئيس وزراء بريطانيا: اتفاق الشراكة بين لندن وواشنطن في مجال الطاقة يهدف لتقليل الاعتماد على الإمدادات الروسية,real
says there???s an 800 number you can call to track the status of your stimulus check.,fake
"recipe for a genuine, basic anti-virus punch (to hopefully give mr. mean covid-19 a one/two punch!)    echinacea",fake
this is dr. li-wen liang's funeral ceremony.,fake
suicide attacker kills at least 19 in afghanistan school blast,real
philippines’s maria ressa and her  site rappler acquitted of tax evasion,real
الأمين العام للاتحاد التونسي للشغل: كان على رئيس البلاد التقاط رسالة الشعب من خلال نسب العزوف,real
author salman rushdie attacked on stage in new york,real
الخارجية الأمريكية: السيطرة على بلدة سوليدار في حال صحتها تؤكد تحقيق موسكو مكاسب ضئيلة مقابل تكاليف باهظة,real
"battle for chernobyl rages

live  s:",real
"ukraine: all women, children and elderly evacuated from mariupol steel mill

follow the latest  s:",real
fires in abu dhabi as houthis announce operation ‘deep in uae’,real
nine killed in shooting near los angeles after lunar new year festival,real
الإمارات توسع عملياتها ضد الحوثي وتقصف جناح اليمن في إكسبو دبي,satire
"annoying boyfriend always leaves toilet seat ripped off, flung across bathroom",satire
"kyiv, moscow agree corridors to evacuate civilians.",real
"إيلون ماسك: سأستقيل من رئاسة تويتر عندما أجد شخصا ""أحمقا"" لتولي المنصب وسأكتفي بعضوية فريق المنصة",real
ukraine to declare state of emergency as threat of war looms,real
"israel, islamic jihad announce ceasefire in gaza",real
"واعلنت روسيا انتحارهم بعد ان توصلوا مراحل متقدمة لفك شفرة  كورونا ولم ينتهي المسلسل وبعد ذلك امريكا بعد الاعلان عن مقتل الدكتور ""ليو"" بعد تصريحه التوصل الى لقاح من كورونا والاغرب العالم الياباني ""ساكي"" بعد ان صرح بفقد الاتصال عن علماء صينيين كان على تواصل معهم للتوصل لعلاج",fake
سكاي نيوز:الصين تعلن التوصل لعلاج كورونا وشفاء 960 مصاب.  south24,fake
زوكربرغ يبتكر عالما موازيا يكون عرصا فيه أيضا,satire
لافروف: سنشهد قريبا تراجعا كبيرا في قدرة الغرب على قيادة العالم,real
rt    here's what veteran al jazeera journalist shireen abu akleh meant to those who grew up watching her coverage of palestine…,real
الأردنيون يشكرون الملك عبدالله على إحباط مخططات الأمير حمزة وإلا لكانوا سيعانون من البطالة والغلاء والفقر والقمع والفساد,satire
‘not peacekeepers at all’: un chief condemns russia move,real
"""a new vaccine for covid-19"" will alter a person's dna and genetically modify humans.",fake
man kicks himself after thinking of perfect gun he could have used to win argument,satire
video of passengers infected with coronavirus on an ethiopian airlines flight from italy that reached addis ababa airport.,fake
روسيا تعلن عن اكتشاف أول لقاح ضد فيروس  كورونا وشكوك حول مدى فعاليته,fake
putin orders military operations in eastern ukraine as un meets,real
rich friend invents entirely new dialect of english to avoid saying ‘inheritance’,satire
"paraguayans should not go out ""even to buy bread"" because the incubation period is up and positive cases of coronavirus will increase.",fake
"""الفرق بينك وبين الي معو كورونا انو هو عمل فحص و انت لا """,fake
وصول الكورونا إلى لبنان...  سنموت بعد قليل,fake
shots fired at car carrying ukrainian president’s aide,real
"senate majority leader mitch mcconnell in may 2020 claimed that ""clearly the obama administration did not leave to [the trump] administration any kind of game plan for"" pandemics.",fake
"cdc says despite rumors, mimes not safe from coronavirus behind invisible glass    jesus  coronavirus  cdc  mime",fake
rt    live: gun battles break out in beirut after a shooting at a hezbollah-led protest. the lebanese army has intervened amid s…,real
says the new york times exposed the ???real reason behind coronavirus hype crash the market to harm trump???s re-election chances.??�,fake
"saying ""circumcision"" will get them going long enough to sneak away.",satire
russia has deployed hundreds of lions to maintain lockdown order is going viral.,fake
an image of an elderly italian man who was asked to pay for the ventilator that he used for his recovery.,fake
"colin powell, former us secretary of state, dies of covid",real
"claims made in the viral video plandemic include: that the virus was ""manipulated"" in a laboratory setting; that hydroxychloroquine is ""effective against these families of viruses"" and that wearing a mask ""activates"" the virus.",fake
"nba: drug testing, groupies, and the bubble    drugs  coronavirus  nba  groupies  orlando",fake
groom admits bride could have looked a bit more radiant on wedding day,satire
"بسبب "" كورونا""..  العراق يغلق معبرا حدوديا مع  إيران - على خلفية تسجيل حالتي وفاة وإصابات بالفيروس في إيران  - إعلام محلي: خلية الأزمة بوزارة الصحة العراقية قررت منع دخول المواطنين الايرانيين إلى العراق حتى إشعار آخر",fake
اسقاط_القروض_لليوم_448 أخبار جيدة كورونا فيروس أوهان يمكن معالجته بماء الثوم الطازج المغلي  طبيب صيني مسن اثبت فعاليتها وكذلك عدة مرضى استخدموها واثبتوا فعاليتها خذ ٨  فصوص ثوم كبيرة واهرسها.. اضف ٧ كؤوس ماء ثم أغلى الخليط.. كل الثوم واشرب من الماء المغلي. بين في الليل والنهار,fake
السيسي و  ماكرون يضربان بمعايير السلامة عرض الحائط لكن على الأقل لم يقبلا بعضهما.,satire
"zelenskyy speaks with biden about sanctions, defence aid",real
turkish police arrest 'person who left the bomb' that caused the deadly explosion on istanbul's istiklal avenue,real
ukraine refutes moscow’s claims it captured soledar.,real
"rt   thousands marched across pakistan in support of former pm imran khan, a day after he lost a no-confidence vote in parliament…",real
republican kevin mccarthy elected us house speaker,real
"several dead, injured in stampede at religious shrine in kashmir",real
"rt   i wrote about alhudood and its inimitable founder,   for the guardian back in 2016, and over the past year have ha…",satire
_a message asking people to not get out of their homes tonight from 10pm to next day 5am because the government has made arrangements to spray medicine in the air in order to kill the novel coronavirus._,fake
"upon his arrival, he will give you a warm embrace, print a kiss on your cheek and throw his head in your lap, before aiming at your ear to let you in on a moist, juicy secret.",satire
human resources department institutes epic ass-covering measures in response to pandemic    pandemic  corporations,fake
upside to covid-19: pension funds solvent!,fake
"rt   cameroon in 1990, senegal in 2002 and ghana in 2010 - all reached the  fifaworldcup quarter-finals. 

can they do it again o…",real
مصادر تركية للجزيرة: اجتماع موسكو بحث فتح الطرق الدولية والسماح للبضائع التركية بالمرور عبر الأراضي السورية,real
dr anthony fauci said a covid-19 vaccine must be delivered to people without 'proper studies' being carried out.,fake
"‘it’s like i can’t do anything right,’ says woman pretty much hitting nail on head",satire
more than dozen found dead in south africa nightclub: police,real
ماكرون يعرض لل  سيسي ما تعلمه عن ضرب المعتقلين كفوفا على طريقة السجون المصرية، والسيسي يعبر عن فخره بهذا التلميذ سريع التعلم,satire
مفاوضات فيينا: الغرب يهدد إيران بإفلات إسرائيل لتوجيه ضربة نووية إليها ما لم توقف أنشطتها النووية,satire
رئيس الفيفا: إيرادات كأس العالم في  قطر بلغت 7.5 مليار دولار بزيادة مليار دولار عن النسخة السابقة,real
cat internally debates whether or not to rip head off smaller creature it just met,satire
المصالحة_الخليجية - الجزيرة والعربية ستغيران مواقفهما تدريجيا، بدءا بتذكير جمهوريهما بالمشتركات بين أنظمة الدول المتنازعة، كالتاريخ والجغرافيا والدين والعروبة والنفط والاستبداد والصداقة مع أمريكا وإسرائيل والعبث في الدول العربية الأخرى.,satire
image of a doctor smoking while treating covid patients in gujarat india.,fake
"corona virus claims a black belt. chuck norris, dead at 80.",fake
passenger ruins perfectly good windshield by flying through it,satire
dad would rather get coronavirus than fist-bump.,fake
woman happy to have such good takeout places she can call when feeling low,satire
woman who drinks 6 cups of coffee per day trying to cut down on blue light at bedtime,satire
panic and fear might be limiting human reasoning and fueling hoaxes about coronavirus:   via    coronavirusfacts  datoscoronavirus,fake
حذر رب الكراهية وخطاب الكراهية، الكيان الذي يفيض بكل معاني السوء، حذر من خطاب كراهية ينافس كراهيته للفلسطينيين والعرب ويهدد أساس وجوده. لمعرفة المزيد من التفاصيل، اقرأ المقال,satire
did you see articles claiming that an early  covid19 vaccine trial participant in the uk had died? turns out she is alive and well fact checkers have found. don't believe the misinfo out there about  covid19. read coronacheck instead:    coronavirusfacts,fake
mom announces she has no interest in getting a tattoo,satire
enlightened child realizes chasing vendetta no way to spend entire bumper car ride,satire
*مهم  مهم مهم !!!!!!*  فايروس كورونا قبل لايوصل الى الرئة يبقى في الحنجرة أربعة أيام وفي هذا الوقت يبدأ الشخص بالگحة والم الحنجرة  فاذا شرب ماءا كثيرا وغرغرة بالماء والملح او الخل يقضي على الفايروس انشر هذه المعلومات لانه يمكنك ان تنقذ احدا بهذه المعلومة . كرونا_في_الكويت,fake
ukraine accelerates bid to join nato after russia’s annexation,real
الفرنسية مارين لوبان تقول لن نقبل أي مسؤول عربي في مستشفياتنا للتداوي من فيروس كورونا و تضيف كان لديهم 60سنة بين أيديهم لبناءمستشفيات محترمة و مشرفة لكنهم لم يفعلوا ذلك أتمنى أن لايستقبلهم أي مستشفى في أوروبا وأن يعالجوا في مستشفيات بلدانهم ليعرفوا حجم الضررالذي تسببوافيه لشعوبهم,fake
are just 99% of  covid-19 cases “totally harmless” as   said? no. even limited data on case death rate so far shows a rate four times higher. and then there are the people the virus sends to the hospital.,fake
if you are not a carrier of the virus surgery masks should be worn inside out.,fake
أردوغان: إذا فشلت السويد في اتخاذ إجراءات إزاء حزب العمال الكردستاني قد يتصاعد التوتر في العلاقات,real
oscars committee announces plan to shorten ceremony to single-millisecond flash of blinding white light,satire
طبيب بيطري يثبت أنه لا يقل شأنا عن الأطباء البشريين وبإمكانه الاتجار بالأرواح,satire
"usb flash drives were being sold for $370 as a ""5g bioshield"", purportedly offering protection from the non-existent threat of infection transmitted via 5g mobile telephone radio waves.",fake
rt    live: state memorial service held in ramallah for al jazeera journalist shireen abu akleh who was killed by israeli occupa…,real
israel-palestine live   29 killed in three-day gaza assault,real
plane carrying russian nationals held in canada - minister.,real
وزير العدل الألماني: السلطات تنفذ منذ صباح اليوم عملية كبرى لمكافحة الإرهاب,real
هوبا اللهم لا شماته   لاحولا ولا قوة إلا بالله  تفتكروا ممكن يصعب عليكم ؟!!   صحيفة اليوم السابع /  .. مباشر قطر يكشف تفاصيل إصابة  تميم_بن_حمد ب  فيروس_كورونا  كورونا  تميم  قطر - عبر نبض,fake
"no big deal. just a picture recently taken in wuhan, china... the birth place of covid-19.",fake
macron alliance set to lose parliamentary majority: projections,real
"“it was only by divine intervention that i forgot my wallet at home and had to go back, only to catch him in the middle of his brazen act, at the height of pleasuring himself by sitting right in front of the ac, enjoying its cool breeze,” he said.",satire
mariupol officials document new mass grave,real
48 coronavirus patients found in quarantine center in sultanpuri in delhi india and all those belong to jamaat.,fake
"countries should ignore covid and inform how to strengthen the immune system (e.g. vitamins c, d, and chlorine dioxide solution).

only those with weak immune systems need to separate themselves from exposure.",fake
لبنان - السلطات تعرض على البنك الدولي حل الأزمة بالتراضي متعهدة منحه حصة من الجرعات لا تقل عن حصة الساسة وعائلاتهم وأقاربهم، إن حلحل موقفه قليلا وراعى أوضاعهم واستمر في ضخ الدولار إلى البلاد.,satire
"iraqi parliament elects new president,  political impasse",real
unicef published health advice on covid-19.,fake
eu threatens russia with further sanctions. follow the latest developments:,real
as per home ministry of india sharing information related to the coronavirus is now a punishable offense.,fake
baltimore ravens top espn’s way-too-late 2012 nfl power rankings,satire
"رتوال - صحة | رواية ""عيون الظلام"" تنبأت بظهور مرض  كورونا في الصين في ثمانينات القرن الماضي.  ترى .. ما هي الروايات التي  لا تزال تنبؤاتها في رحم الغيب؟!",fake
new emirati interpol president vows to enhance international torture best practices,satire
أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل الفلسطيني التى قدمته الدكتورة منار سعدي الشناوي الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم، لتعلن الصين أن العلماء الأطباء الفلسطينيين اثبتوا للعالم أجمع أنهم افضل اطباء,fake
jennifer lopez reveals that since sheltering-in-place her ass has gained 2-inches    celebrities  coronavirus  jlo,fake
"rt   pakistan's imran khan has survived a move to oust him as pm, after the deputy speaker of parliament blocked a no-confidence…",real
"u.s. president donald trump tweeted that barack obama ""had 8 years to prepair the next president for a pandemic and he failed.""",fake
"“i wish i could, but i’m going to have a psychotic breakdown and hold you hostage this weekend.”",satire
trudeau tides over nation’s sexually frustrated aunts by saying ‘moistly’  covid19  moistly,fake
uneasy calm in kenya as results awaited in tight election,real
"rt   france's president emmanuel macron has won a second term in office, defeating his far-right rival marine le pen and making h…",real
the onion looks back at the biggest oscars snubs in history.,satire
new evidence finds christ used followers’ money on lavish fleet of private donkeys,satire
مما قاله ابراهيم بن سالوقيه المتوفي عام ٤٦٣ هجري  حتى اذا تساوى الرقمان  (20=20) وتفشى مرض الزمان  فيروس_كورونا,fake
who calls for isolation of china due to the coronavirus.,fake
السعودية تلتف حول إلغائها عقوبة إعدام القصر بانتظارهم ليكبروا,satire
بعد استضافته ابن سلمان وابن زايد، ماكرون يزور قبر الحجاج,satire
إزاي؟ الترجمة العربية لرواية  عيون_الظلام للكاتب الأمريكي دين كونتز،بترجمة هبة جابري. وهي الرواية التي تنبأت عند صدورها في ثمانينيات القرن الماضي بظهور وانتشار  فيروس_كورونا_المستجد  لا فكرة لدي عن الترجمة وجودتها،الرواية صادرة عن دار سما ومتوفرة بمصر,fake
"putin announces military operation, loud explosions heard - live",real
"الدفاع المدني ينقذ شابا في حالة متوسطة بعد أن علق مع عائلته لعشر ساعات متواصلة

 دفء_العائلة  911  ثلج_ثلج  إصلاح_وتهذيب  وائل_كفوري  الخ",satire
"وصلت الحدود مسودة لعقد التحالف الأمريكي، نضعها بين أيديكم قبل رفع النموذج الإلكتروني على موقع الخارجية الأمريكية وبدء التهافت لتوقيعه. 
نرجو قراءة البنود بترو، وما كان أوله شرط آخره نور، ودامت الأفراح حليفة دياركم العامرة.",satire
"rt   live: israeli forces have shot and killed veteran al jazeera reporter shireen abu akleh in the occupied west bank. 

 follo…",real
sharpie introduces new pens for making subtle mark on bottle to check if sober boyfriend drinking again,satire
mayor estimates two million remain in kyiv,real
woman shows hairstylist example of haircut she wants,satire
الأمين العام للنيتو: سنستمر ونصعد ونضمن حصول أوكرانيا على الأسلحة والذخيرة طالما تطلب الأمر,real
وزراء خارجية 12دولة والاتحاد الأوروبي: ندعو طالبان للتراجع فورا عن قرار منع النساء من العمل بالمنظمات الإغاثية,real
study finds beckoning index finger still most effective way to get americans onto dance floor,satire
"the netflix korean drama ""my secret terrius"" predicted the coronavirus outbreak in 2018.",fake
georgia gov. brian kemp ???mandates restaurants reopen??�,fake
جدا جدا جدا انباء عن انتشار فيروس كورونا بالمدارس المصرية الطف يارب وسلم يارب وابعد الشر والسوء عن اهل مصر,fake
trumps nude statue is made in new york city because of anger by americans. trump failed to handle corona virus in usa.,fake
الأمين العام للنيتو: روسيا تريد تهديد وحدة أمن أوروبا وهذا لن يحدث,real
the president of ghana revealed that the coronavirus was created in a laboratory.,fake
"???guess what, [children are] not at risk unless they have an underlying medical issue.??�",fake
president trump punches woman in face    donaldtrump  coronavirus  violence  assault  punchandjudy,fake
صورة لوباء  كورونا بعد ان تم تكبيره ل2600 مرة تم التقاطها بواسطة اجهزة منظمة الصحة العالمية للأوبئة  شخص_يسجد_لفتاه,fake
survey finds americans have $21 billion in unspent gift cards    whatdoyouthink?,satire
"د ب أ: الادعاء العام الألماني أصدر أوامر باعتقال 25 فردا يشتبه في انتمائهم إلى مجموعة ""مواطني الرايخ""",real
coronavirus this is how scientists believe  coronavirus affects the body.,fake
audio message warns of the arrival of covid-19 at suba hospital in columbia.,fake
مسؤول حكومي للجزيرة: قتلى وجرحى في تفجير وقع داخل مدرسة دينية في ولاية سمنغان شمالي أفغانستان,real
كورونا..   إلتقطت هذه الصورة صباح اليوم الجمعة لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه    مايهزه ريح ابو يمن,fake
chinese government is burning down people infected with coronavirus.,fake
بوتين يخطط للانتصار على أوكرانيا من خلال تعبئتها بمدنيين روس,satire
المشاركون في قمة النقب يعيدون تمثيل فيلم The Human Centipede,satire
سلطات الاحتلال تبلغ الجانب الفلسطيني باستشهاد الشاب الذي تعرض لإطلاق نار في بلدة حوارة جنوبي نابلس,real
politicians explain why tiktok should be banned,satire
man straight-up demands to know how many siblings coworker has,satire
russian missiles hit critical infrastructure in ukraine’s capital,real
"india defence boss, wife and 11 others killed in helicopter crash",real
"apologetic don lemon clarifies a woman’s relevance is not defined by age, but conventional attractiveness",satire
hotels to remain closed in india till 15 october 2020.,fake
"a russian court has labelled meta platforms inc an “extremist organisation”, banning the activities of the us company on its territory.

follow latest  s:",real
"ukraine's presidency says a total of 6,623 people were evacuated on saturday from cities across the country through humanitarian corridors.

follow the latest  s:",real
some catholics use lent to go without their opposition to abortion and get that little problem sorted out.,satire
thyrocare thane lab is sealed over false-positive covid19 testing,fake
“are you sure that if i bum-rush the speaker’s lobby i won’t be shot and killed?” — ashli babbitt,satire
"upset after the comedian and host made a joke about his wife, jada pinkett smith, will smith stormed onto the oscar stage and tugged chris rock off to shuddering climax.",satire
رواية عيون الظلام لكاتب امريكي  صدرت قبل 39 سنه تكلم عن مرض كورونا يظهر في عام 2020 تصنعه الصين ويخرج من مختبرات الجيش  الصيني ويصعب السيطرة عليه,fake
ukraine says russian forces not made fresh advances,real
mattel confirms that animated version of barney still has man inside,satire
أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل المصرى التى قدمته الدكتورة هالة وزيرة الصحة المصرية الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم،   النادي_الدبلوماسي_الدولي_للأمم_المتحدة,fake
"hot covid-19 means the ""certificate of identification of vaccination with artificial intelligence""",fake
"rt   how would you get around a city if you couldn’t walk, see or hear? by 2050, nearly 1 billion people living in cities will ha…",real
الفرق الوحيد بينك وبين اللي معه كورونا.. هو عمل فحص وانت لا,fake
الدولة المصرية تتراجع عن إزالة قبر طه حسين وتكتفي بتشويهه,satire
western media announces death of palestinian journalist after intercepting stray bullet,satire
الرئيس الصيني يزور احدالمساجد ويطلب من ائمة المسجد الدعاء الى الله ان ينجيهم من ماهم فيه سبحان الله  كورونا  كورونا_الصيني,fake
hungover man horrified to learn he made dozens of plans last night,satire
12-year-old job applicant asked to explain 12-year employment gap on résumé,satire
president trump wants his base to donate their coronavirus stimulus checks to his re-election campai�    donaldtrump,fake
جوزيف بوريل: روسيا تدمر البنية التحتية المدنية في أوكرانيا وهي جريمة حرب وسنساعد في محاسبة مجرمي الحرب,real
"rt   two major earthquakes and aftershocks have caused devastation and killed at least 1,800 people across southeast turkey and n…",real
sanitary technicians are going to inspect houses and seize cash.,fake
الجيش الأوكراني: قصف روسي يستهدف البنية التحتية في مقاطعة دنيبرو جنوبي أوكرانيا,real
صورة حصرية للأعراب الأشد كفرا ونفاقا,satire
.  says u.s. is at the top globally in covid-19 fight. it isn’t.,fake
not one politician has died from the virus.,fake
كورونا  يقال:  هذه الصورة التقطت صباح  الجمعة لطائرة الخطوط الاماراتية مقلعة من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية السورية .. سوري يا جماعه  سوري  تحيه لكل السوريين في بقاع الارض,fake
women explain why they became tradwives,satire
"ukraine says fierce clashes continue in mariupol

follow all the latest  s:",real
"""plandemia"": this video claims that the coronavirus was created in a laboratory and that it is a plan to reduce the population where vaccines and abortion are involved among many other claims.",fake
"bidensoetoro harris, ccp &amp; associates caused this present covid bioweapon disaster!
bidensoetoro, the ccp &amp; associates should pay the whole world damages!
international law lawyers, get cracking!",fake
world cutest baby  anahita suffering  corona it's very dangerous so stay home stay safe,fake
"in january, donald trump claimed the coronavirus was “totally under control.”

in february, he said it would disappear.

now, he’s saying it “could’ve been stopped pretty easily if we had known.”

donald trump knew. he failed to act. and now we’re paying the price.",fake
last reactor at ukraine’s zaporizhzhia nuclear plant shut down,real
مصر- الحدود تتابع فرحة الموز المحظوظ الذي اشتراه الرئيس  السيسي,satire
